ip	class	tld	entropy	len	norm_entropy	vowel_ratio	digit_ratio	repeat_letter	consec_digit	consec_consonant	gib_value	hmm_log	uni_rank	bi_rank	tri_rank	uni_std	bi_std	tri_std	private_tld
servis24.cz.	0	cz	2.025	10.0	0.203	0.20	0.20	0.10	0.20	0.20	1.00	-27.25	12.88	195.89	2101.38	11.56	185.14	3671.83	0
freeservers.com.	0	com	1.672	13.0	0.129	0.31	0.00	0.23	0.00	0.46	1.00	-25.05	6.73	76.17	330.64	7.06	90.21	447.89	0
mstaml.com.	0	com	1.733	8.0	0.217	0.12	0.00	0.12	0.00	0.62	1.00	-22.63	7.50	126.29	2353.67	3.25	142.80	1446.86	0
jacquielawson.com.	0	com	2.523	15.0	0.168	0.40	0.00	0.07	0.00	0.27	1.00	-41.71	10.31	201.29	3037.62	9.24	199.96	2569.57	0
tsb.co.uk.	0	co.uk	1.332	5.0	0.266	0.00	0.00	0.00	0.00	0.60	0.00	-21.02	9.00	172.50	3841.00	4.32	113.28	543.46	0
teamskeet.com.	0	com	1.846	11.0	0.168	0.36	0.00	0.18	0.00	0.27	1.00	-28.29	5.89	96.00	1473.22	5.40	93.64	1634.10	0
seogadget.ru.	0	ru	2.020	11.0	0.184	0.36	0.00	0.18	0.00	0.18	1.00	-30.16	7.00	113.60	1470.89	5.81	118.70	1317.04	0
viddyhddownload.com.	0	com	2.197	17.0	0.129	0.24	0.00	0.12	0.00	0.53	0.00	-39.46	11.20	223.94	2825.33	6.31	136.98	3447.92	0
komonews.com.	0	com	2.025	10.0	0.203	0.30	0.00	0.10	0.00	0.20	1.00	-21.17	8.75	102.67	464.50	6.91	84.05	594.25	0
vimeocdn.com.	0	com	2.164	10.0	0.216	0.30	0.00	0.00	0.00	0.30	0.00	-27.77	8.88	185.89	2920.25	6.21	143.98	2281.68	0
heritage.org.	0	org	2.025	10.0	0.203	0.40	0.00	0.10	0.00	0.00	1.00	-25.64	6.75	59.33	370.50	5.99	44.71	287.03	0
52che.com.	0	com	1.748	7.0	0.250	0.14	0.29	0.00	0.29	0.29	1.00	-16.87	17.80	310.67	3927.20	11.65	289.28	4056.65	0
taaza.com.	0	com	1.277	7.0	0.182	0.43	0.00	0.14	0.00	0.00	0.00	-18.79	7.60	160.50	3032.40	8.91	138.41	2828.80	0
metropcs.com.	0	com	2.164	10.0	0.216	0.20	0.00	0.00	0.00	0.50	1.00	-24.33	7.12	109.44	1480.88	4.04	125.38	1841.58	0
melateiran.com.	0	com	2.138	12.0	0.178	0.42	0.00	0.17	0.00	0.00	1.00	-29.61	5.10	51.18	810.90	3.42	59.87	915.89	0
pcinpact.com.	0	com	1.887	10.0	0.189	0.20	0.00	0.20	0.00	0.60	1.00	-25.83	8.62	142.89	1836.50	4.03	129.40	1828.51	0
divaina.com.	0	com	1.735	9.0	0.193	0.44	0.00	0.22	0.00	0.00	1.00	-21.77	7.71	86.38	1200.57	6.71	70.15	1615.90	0
wpde.org.	0	org	1.561	6.0	0.260	0.17	0.00	0.00	0.00	0.50	0.00	-20.07	12.00	212.80	3830.75	7.18	208.69	3192.92	0
dillards.com.	0	com	1.887	10.0	0.189	0.20	0.00	0.20	0.00	0.50	1.00	-22.17	7.38	81.44	884.75	3.46	69.07	1305.80	0
final.ir.	0	ir	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.00	1.00	-19.54	8.60	59.00	185.40	6.25	43.31	102.56	0
onlineapplicationsdownloads.com.	0	com	2.453	29.0	0.085	0.38	0.00	0.28	0.00	0.45	1.00	-59.30	7.04	110.14	765.93	4.63	99.46	1146.59	0
tuxboard.com.	0	com	2.164	10.0	0.216	0.30	0.00	0.00	0.00	0.40	0.00	-26.49	10.25	213.89	3720.88	6.81	200.54	4182.02	0
top81.cn.	0	cn	1.748	7.0	0.250	0.14	0.29	0.00	0.29	0.00	1.00	-20.91	17.00	422.83	7057.40	11.78	441.03	6177.66	0
socialtriggers.com.	0	com	2.339	16.0	0.146	0.31	0.00	0.25	0.00	0.44	1.00	-33.73	6.71	109.00	834.43	4.46	99.39	917.50	0
leggo.it.	0	it	1.550	7.0	0.221	0.29	0.00	0.14	0.00	0.29	1.00	-23.55	9.00	149.83	2555.40	6.29	122.97	2462.42	0
google-analytics.com.	0	com	2.505	18.0	0.139	0.33	0.00	0.22	0.00	0.39	1.00	-41.76	8.56	139.71	1258.38	6.48	124.05	1042.30	0
hottube.me.	0	me	1.889	9.0	0.210	0.33	0.00	0.11	0.00	0.22	1.00	-25.70	9.00	110.75	908.14	5.66	62.11	1483.79	0
wanadoo.es.	0	es	1.735	9.0	0.193	0.44	0.00	0.22	0.00	0.00	1.00	-29.46	7.29	76.75	819.71	6.58	45.83	488.21	0
torrentfunk.com.	0	com	2.138	13.0	0.164	0.23	0.00	0.23	0.00	0.54	1.00	-28.89	8.82	123.75	1360.73	5.61	126.05	1830.79	0
intensedebate.com.	0	com	2.061	15.0	0.137	0.40	0.00	0.20	0.00	0.27	1.00	-37.73	5.54	49.71	720.62	4.34	38.84	738.24	0
ekantipur.com.	0	com	2.272	11.0	0.207	0.36	0.00	0.00	0.00	0.18	1.00	-30.52	8.11	120.70	1811.33	5.45	98.61	1358.26	0
hostinger.ru.	0	ru	2.272	11.0	0.207	0.27	0.00	0.00	0.00	0.36	1.00	-23.06	7.44	46.70	176.56	5.23	36.55	159.58	0
monoprice.com.	0	com	2.146	11.0	0.195	0.36	0.00	0.09	0.00	0.18	1.00	-24.90	6.67	69.30	850.11	4.11	48.06	1085.20	0
didigames.com.	0	com	2.020	11.0	0.184	0.36	0.00	0.18	0.00	0.00	1.00	-23.68	7.44	65.30	844.56	5.04	49.88	1199.29	0
ucm.es.	0	es	1.332	5.0	0.266	0.20	0.00	0.00	0.00	0.40	0.00	-23.18	11.33	259.75	6719.00	1.25	131.50	4585.61	0
hibapress.com.	0	com	2.146	11.0	0.195	0.27	0.00	0.09	0.00	0.36	1.00	-26.04	7.67	95.70	1288.89	5.66	72.78	1675.91	0
safemls.net.	0	net	1.889	9.0	0.210	0.22	0.00	0.11	0.00	0.33	0.00	-25.16	7.57	164.25	2116.57	6.04	126.17	1708.12	0
pp.cc.	0	cc	0.693	4.0	0.173	0.00	0.00	0.25	0.00	0.50	1.00	-17.07	14.00	147.00	2439.50	0.00	87.55	976.50	0
youwatch.org.	0	org	2.164	10.0	0.216	0.30	0.00	0.00	0.00	0.30	1.00	-24.49	11.50	199.11	1457.38	6.75	162.81	1828.38	0
allhyipmonitors.com.	0	com	2.507	17.0	0.147	0.29	0.00	0.18	0.00	0.47	1.00	-43.40	8.07	165.69	2587.47	5.04	188.49	3177.11	0
hornbunny.com.	0	com	1.972	11.0	0.179	0.18	0.00	0.09	0.00	0.55	1.00	-26.78	10.78	156.20	1662.67	5.12	98.68	1369.81	0
romedic.ro.	0	ro	2.043	9.0	0.227	0.33	0.00	0.00	0.00	0.00	1.00	-30.15	6.71	74.88	379.43	3.99	45.05	295.28	0
fitsugar.com.	0	com	2.164	10.0	0.216	0.30	0.00	0.00	0.00	0.20	1.00	-24.33	9.12	114.00	1165.25	6.01	93.97	859.37	0
lebuteur.com.	0	com	1.887	10.0	0.189	0.40	0.00	0.20	0.00	0.00	1.00	-26.29	8.12	109.56	1289.25	5.04	84.65	763.92	0
redtubenacional.com.	0	com	2.507	17.0	0.147	0.41	0.00	0.18	0.00	0.12	1.00	-38.98	6.73	100.75	958.87	4.37	92.12	1155.21	0
audiopoisk.com.	0	com	2.138	12.0	0.178	0.50	0.00	0.17	0.00	0.17	1.00	-32.49	7.80	141.82	1735.50	5.51	91.77	1005.14	0
ap.gov.in.	0	gov.in	1.040	4.0	0.260	0.25	0.00	0.00	0.00	0.00	1.00	-20.65	8.00	106.00	735.50	6.00	58.35	229.50	0
bgr.in.	0	in	1.332	5.0	0.266	0.00	0.00	0.00	0.00	0.60	0.00	-22.11	12.33	225.75	5512.00	4.50	245.74	954.24	0
hot-live-chat.com.	0	com	2.338	15.0	0.156	0.27	0.00	0.13	0.00	0.13	1.00	-35.40	11.15	150.71	1804.46	7.90	142.98	1959.13	0
downloaddino.com.	0	com	1.970	14.0	0.141	0.36	0.00	0.21	0.00	0.36	1.00	-27.91	8.08	136.38	615.50	5.36	107.71	324.19	0
viaplay.se.	0	se	1.889	9.0	0.210	0.33	0.00	0.11	0.00	0.22	1.00	-29.04	10.29	108.75	1060.00	7.61	49.54	1001.75	0
scbeasy.com.	0	com	1.889	9.0	0.210	0.22	0.00	0.11	0.00	0.56	0.00	-24.51	8.14	156.88	2925.29	6.29	157.39	3230.42	0
housefun.com.tw.	0	com.tw	2.025	10.0	0.203	0.40	0.00	0.10	0.00	0.00	1.00	-31.56	10.00	119.11	1326.00	6.38	82.70	1418.16	0
nrelate.com.	0	com	1.889	9.0	0.210	0.33	0.00	0.11	0.00	0.22	1.00	-22.61	4.86	87.75	1291.00	3.18	138.70	1603.83	0
chinaunix.net.	0	net	2.020	11.0	0.184	0.36	0.00	0.18	0.00	0.18	1.00	-29.07	10.00	118.30	1123.56	6.65	88.43	1272.46	0
tsa-algerie.com.	0	com	2.245	13.0	0.173	0.38	0.00	0.15	0.00	0.31	1.00	-36.76	6.91	149.17	2356.36	6.58	153.79	1839.60	0
boe.es.	0	es	1.332	5.0	0.266	0.40	0.00	0.00	0.00	0.00	1.00	-19.78	6.33	131.50	2853.00	6.18	139.22	1979.06	0
balkanweb.com.	0	com	2.020	11.0	0.184	0.27	0.00	0.18	0.00	0.36	1.00	-24.48	10.11	157.60	1284.33	7.06	141.30	1221.09	0
eldiariodeamerica.com.	0	com	2.205	19.0	0.116	0.53	0.00	0.26	0.00	0.11	1.00	-45.52	5.29	61.00	648.76	3.89	50.86	653.74	0
beruby.com.	0	com	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.25	1.00	-22.87	11.50	135.00	2233.67	6.10	125.07	1877.14	0
voetbalzone.nl.	0	nl	2.245	13.0	0.173	0.38	0.00	0.15	0.00	0.31	0.00	-41.22	8.73	186.33	2747.00	8.06	191.23	2668.77	0
modern.az.	0	az	1.906	8.0	0.238	0.25	0.00	0.00	0.00	0.25	1.00	-24.65	6.83	72.86	444.33	3.98	63.40	338.47	0
hotpornshow.com.	0	com	2.098	13.0	0.161	0.23	0.00	0.15	0.00	0.46	1.00	-30.18	9.45	129.42	1236.18	6.27	90.95	1389.19	0
poznan.pl.	0	pl	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.25	1.00	-25.23	10.00	172.86	2787.83	7.77	215.73	2603.90	0
cjn.cn.	0	cn	1.332	5.0	0.266	0.00	0.00	0.00	0.00	0.60	0.00	-18.76	14.67	394.75	11009.33	8.06	366.05	5240.28	0
thebump.com.	0	com	2.043	9.0	0.227	0.22	0.00	0.00	0.00	0.44	1.00	-21.76	11.14	128.88	1711.00	5.08	65.44	1491.49	0
reason.com.	0	com	1.906	8.0	0.238	0.38	0.00	0.00	0.00	0.00	1.00	-16.90	4.17	53.29	448.17	2.41	41.69	616.41	0
burberry.com.	0	com	1.696	10.0	0.170	0.20	0.00	0.20	0.00	0.50	1.00	-22.71	10.12	143.22	1224.25	5.80	104.15	875.24	0
wallbase.cc.	0	cc	1.887	10.0	0.189	0.30	0.00	0.20	0.00	0.30	1.00	-29.45	8.00	106.22	1015.75	6.61	111.24	956.88	0
ibibo.com.	0	com	1.352	7.0	0.193	0.43	0.00	0.29	0.00	0.00	1.00	-19.49	8.20	149.17	2096.80	5.56	80.10	510.51	0
ostraining.com.	0	com	2.138	12.0	0.178	0.33	0.00	0.17	0.00	0.42	1.00	-25.31	6.30	61.64	433.90	3.77	47.57	643.15	0
cinematoday.jp.	0	jp	2.352	13.0	0.181	0.38	0.00	0.08	0.00	0.00	1.00	-33.20	7.18	71.50	477.45	5.27	58.71	294.39	0
pastemagazine.com.	0	com	2.303	15.0	0.154	0.40	0.00	0.13	0.00	0.13	1.00	-29.96	7.54	81.93	437.08	6.95	89.75	374.63	0
joann.com.	0	com	1.550	7.0	0.221	0.29	0.00	0.14	0.00	0.29	1.00	-19.70	9.40	153.50	3233.20	8.66	98.42	3825.41	0
driverscollection.com.	0	com	2.434	19.0	0.128	0.32	0.00	0.32	0.00	0.47	1.00	-38.79	7.06	87.94	512.53	4.88	65.58	643.93	0
porn-star.com.	0	com	2.146	11.0	0.195	0.18	0.00	0.09	0.00	0.36	1.00	-23.82	8.22	103.90	1226.44	6.14	124.67	1768.35	0
ethz.ch.	0	ch	1.561	6.0	0.260	0.17	0.00	0.00	0.00	0.50	0.00	-29.59	12.50	272.80	7528.50	9.21	337.36	7017.01	0
myrecipes.com.	0	com	2.146	11.0	0.195	0.27	0.00	0.09	0.00	0.27	1.00	-25.94	7.89	126.30	1475.22	5.74	135.78	1219.28	0
cgd.pt.	0	pt	1.332	5.0	0.266	0.00	0.00	0.00	0.00	0.60	0.00	-24.36	12.67	308.50	9657.00	2.49	254.01	6122.71	0
funfarsi.ir.	0	ir	2.025	10.0	0.203	0.30	0.00	0.10	0.00	0.40	1.00	-32.30	9.75	134.67	1651.00	6.65	88.06	1265.55	0
bannersdontwork.com.	0	com	2.395	17.0	0.141	0.24	0.00	0.18	0.00	0.59	1.00	-39.72	8.20	111.94	1222.60	5.69	104.69	1992.50	0
meetic.it.	0	it	1.733	8.0	0.217	0.38	0.00	0.12	0.00	0.00	1.00	-23.26	5.67	60.86	528.50	3.99	52.23	586.94	0
4over.com.	0	com	1.748	7.0	0.250	0.29	0.14	0.00	0.00	0.00	1.00	-18.06	12.80	321.33	6708.60	12.12	394.91	8146.23	0
fb.org.	0	org	1.040	4.0	0.260	0.00	0.00	0.00	0.00	0.50	0.00	-14.47	17.50	274.33	4816.50	2.50	224.24	2097.50	0
vesti.bg.	0	bg	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.29	1.00	-24.10	7.80	66.33	494.00	7.36	55.77	336.54	0
5i5j.com.	0	com	1.330	6.0	0.222	0.17	0.33	0.00	0.00	0.00	0.00	-16.14	24.00	888.20	14146.00	11.90	361.45	4500.23	0
tinymce.com.	0	com	2.043	9.0	0.227	0.22	0.00	0.00	0.00	0.44	1.00	-25.47	8.57	159.50	3824.29	5.31	170.78	4430.70	0
hmv.co.jp.	0	co.jp	1.332	5.0	0.266	0.00	0.00	0.00	0.00	0.60	0.00	-22.47	16.67	386.50	10219.00	4.50	221.36	5688.95	0
goldprice.org.	0	org	2.272	11.0	0.207	0.27	0.00	0.00	0.00	0.36	1.00	-27.23	8.33	124.40	1073.44	4.88	106.34	1520.66	0
flashkhor.com.	0	com	2.146	11.0	0.195	0.18	0.00	0.09	0.00	0.55	1.00	-27.72	10.78	163.90	2322.11	6.76	190.04	3202.79	0
hardforum.com.	0	com	2.146	11.0	0.195	0.27	0.00	0.09	0.00	0.27	1.00	-24.40	10.00	146.60	1204.33	5.85	111.93	2058.74	0
desitorrents.com.	0	com	2.144	14.0	0.153	0.29	0.00	0.29	0.00	0.36	1.00	-28.88	5.42	58.23	340.75	2.93	74.51	322.10	0
autonews.ru.	0	ru	2.164	10.0	0.216	0.40	0.00	0.00	0.00	0.20	1.00	-20.69	7.50	88.11	228.62	6.24	85.57	179.52	0
k12.ca.us.	0	k12.ca.us	-0.000	2.0	-0.000	0.00	0.00	0.00	0.00	0.00	1.00	-27.89	0.00	601.00	0.00	0.00	0.00	0.00	0
moe.gov.eg.	0	gov.eg	1.332	5.0	0.266	0.40	0.00	0.00	0.00	0.00	0.00	-30.86	5.00	117.00	2589.00	4.32	142.75	1829.13	0
homebank.kz.	0	kz	2.164	10.0	0.216	0.30	0.00	0.00	0.00	0.20	1.00	-30.05	9.38	83.00	544.12	6.46	45.00	745.00	0
gridserver.com.	0	com	1.979	12.0	0.165	0.25	0.00	0.17	0.00	0.50	1.00	-26.32	7.90	101.27	815.80	6.41	94.42	735.09	0
zurker.com.	0	com	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.25	1.00	-18.32	11.50	174.71	2016.83	8.14	168.72	2174.51	0
monotaro.com.	0	com	1.834	10.0	0.183	0.40	0.00	0.10	0.00	0.00	1.00	-24.01	5.38	51.67	569.12	2.96	40.88	398.42	0
putnik1.livejournal.com.	0	com	2.352	13.0	0.181	0.38	0.00	0.08	0.00	0.15	1.00	-51.49	9.36	123.67	497.55	7.73	106.71	478.96	0
royalcaribbean.com.	0	com	2.307	16.0	0.144	0.38	0.00	0.19	0.00	0.25	1.00	-41.27	7.29	134.87	1550.79	5.50	130.99	1269.95	0
jxgdw.com.	0	com	1.748	7.0	0.250	0.00	0.00	0.00	0.00	0.71	0.00	-24.93	19.80	509.67	13069.20	5.15	255.58	5142.67	0
k8.cn.	0	cn	1.040	4.0	0.260	0.00	0.25	0.00	0.00	0.00	1.00	-16.20	26.00	593.00	15594.00	8.00	486.60	2644.00	0
dnslink.com.	0	com	1.889	9.0	0.210	0.11	0.00	0.11	0.00	0.67	1.00	-20.42	9.14	141.88	1459.86	4.36	123.34	1401.65	0
jobsite.co.uk.	0	co.uk	2.043	9.0	0.227	0.33	0.00	0.00	0.00	0.22	1.00	-22.46	8.71	121.25	537.57	8.19	96.89	521.62	0
gooya.com.	0	com	1.550	7.0	0.221	0.43	0.00	0.14	0.00	0.00	1.00	-16.48	8.60	144.83	1954.40	7.34	103.85	2291.53	0
urban-rivals.com.	0	com	2.342	14.0	0.167	0.29	0.00	0.14	0.00	0.29	1.00	-35.91	9.58	167.62	2185.00	6.90	147.74	2551.45	0
handelsbanken.se.	0	se	2.211	15.0	0.147	0.27	0.00	0.20	0.00	0.47	1.00	-42.34	8.15	95.29	1050.38	5.72	89.76	1692.66	0
canon.jp.	0	jp	1.550	7.0	0.221	0.29	0.00	0.14	0.00	0.00	1.00	-19.26	6.20	45.17	489.60	3.12	45.36	453.00	0
macrojuegos.com.	0	com	2.352	13.0	0.181	0.38	0.00	0.08	0.00	0.15	1.00	-32.76	8.73	152.75	1976.82	7.19	128.36	1804.40	0
dwayir.com.	0	com	1.906	8.0	0.238	0.25	0.00	0.00	0.00	0.25	1.00	-22.58	10.67	195.00	3493.83	7.30	153.87	2688.56	0
annunci69.it.	0	it	1.972	11.0	0.179	0.27	0.18	0.09	0.18	0.36	1.00	-36.49	13.78	351.50	5765.67	11.99	380.33	6861.59	0
seotechnocrat.com.	0	com	2.246	15.0	0.150	0.33	0.00	0.27	0.00	0.33	1.00	-36.67	6.15	105.86	1251.92	4.33	113.10	1223.45	0
rotaban.ru.	0	ru	1.889	9.0	0.210	0.33	0.00	0.11	0.00	0.00	1.00	-23.95	6.14	68.38	590.71	4.26	44.38	383.79	0
youtu.be.	0	be	1.550	7.0	0.221	0.43	0.00	0.14	0.00	0.00	1.00	-22.24	11.00	159.67	656.20	5.51	49.39	681.06	0
vtc.vn.	0	vn	1.332	5.0	0.266	0.00	0.00	0.00	0.00	0.60	0.00	-19.73	13.00	304.75	5600.00	6.48	198.08	2849.38	0
9787.com.	0	com	1.330	6.0	0.222	0.00	0.67	0.00	0.67	0.00	1.00	-17.17	36.00	687.20	11112.50	1.22	193.00	3868.44	0
dlink.com.	0	com	1.748	7.0	0.250	0.14	0.00	0.00	0.00	0.57	1.00	-14.97	10.20	121.17	1136.40	4.66	127.58	1354.46	0
vidivodo.com.	0	com	1.609	10.0	0.161	0.40	0.00	0.40	0.00	0.00	1.00	-24.72	10.25	132.22	1343.12	7.63	67.98	952.02	0
masaladesi.com.	0	com	1.979	12.0	0.165	0.42	0.00	0.17	0.00	0.00	1.00	-29.23	5.30	49.82	567.00	3.80	37.07	485.01	0
gorin.jp.	0	jp	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.00	1.00	-21.52	7.40	52.50	651.40	4.63	49.16	726.92	0
cnil.fr.	0	fr	1.561	6.0	0.260	0.17	0.00	0.00	0.00	0.33	0.00	-23.25	7.75	131.60	2634.50	2.28	129.87	1873.37	0
tripwiremagazine.com.	0	com	2.399	18.0	0.133	0.39	0.00	0.22	0.00	0.22	1.00	-39.82	8.25	132.59	1392.19	7.04	158.09	2415.67	0
hirufm.lk.	0	lk	1.906	8.0	0.238	0.25	0.00	0.00	0.00	0.25	0.00	-34.51	11.83	240.86	4541.50	5.64	181.73	3489.39	0
foodandwine.com.	0	com	2.138	13.0	0.164	0.38	0.00	0.23	0.00	0.23	1.00	-28.64	8.55	105.67	996.27	6.69	123.40	1287.54	0
smartbrief.com.	0	com	2.254	12.0	0.188	0.25	0.00	0.08	0.00	0.50	1.00	-29.36	7.70	150.64	1475.80	5.66	118.20	1338.81	0
hola.org.	0	org	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	1.00	-17.40	7.75	63.60	566.50	5.97	30.49	306.28	0
humorepic.com.	0	com	2.272	11.0	0.207	0.36	0.00	0.00	0.00	0.00	1.00	-27.46	8.78	121.70	1029.00	5.20	79.89	719.70	0
ancestry.co.uk.	0	co.uk	2.164	10.0	0.216	0.20	0.00	0.00	0.00	0.60	1.00	-26.23	7.25	74.67	482.38	5.24	71.18	663.98	0
hf365.com.	0	com	1.748	7.0	0.250	0.00	0.43	0.00	0.43	0.29	0.00	-18.22	27.20	568.50	9520.40	7.28	337.06	6713.80	0
uhaul.com.	0	com	1.550	7.0	0.221	0.43	0.00	0.14	0.00	0.00	0.00	-21.29	10.80	226.00	3889.20	5.08	179.00	1820.10	0
flipboard.com.	0	com	2.272	11.0	0.207	0.27	0.00	0.00	0.00	0.55	1.00	-26.49	9.44	176.20	1833.22	5.85	149.50	1755.90	0
afrointroductions.com.	0	com	2.406	19.0	0.127	0.37	0.00	0.26	0.00	0.47	1.00	-42.45	7.12	111.39	846.35	4.46	92.71	701.26	0
healthguru.com.	0	com	2.138	12.0	0.178	0.33	0.00	0.17	0.00	0.33	1.00	-31.93	10.10	168.73	2174.70	5.68	164.15	2536.25	0
dostor.org.	0	org	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.25	1.00	-20.08	6.00	48.71	322.33	3.06	36.13	486.66	0
hubspot.net.	0	net	2.043	9.0	0.227	0.22	0.00	0.00	0.00	0.33	1.00	-24.34	10.57	135.38	1574.00	5.07	81.90	1685.51	0
google.com.jm.	0	com.jm	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-35.32	8.00	104.00	510.50	6.16	82.62	349.35	0
daft.ie.	0	ie	1.561	6.0	0.260	0.17	0.00	0.00	0.00	0.33	1.00	-23.28	10.25	139.40	1515.50	6.65	105.40	1114.04	0
coolkora.com.	0	com	1.834	10.0	0.183	0.40	0.00	0.10	0.00	0.20	1.00	-27.63	6.75	100.78	1412.12	5.09	118.40	1460.20	0
secretsearchenginelabs.com.	0	com	2.417	24.0	0.101	0.33	0.00	0.25	0.00	0.46	1.00	-57.57	6.36	74.39	648.36	4.83	76.65	437.54	0
swefilmer.com.	0	com	2.146	11.0	0.195	0.27	0.00	0.09	0.00	0.36	1.00	-24.99	8.67	126.50	1656.00	7.04	115.44	2455.30	0
decathlon.fr.	0	fr	2.272	11.0	0.207	0.27	0.00	0.00	0.00	0.27	1.00	-33.06	7.67	90.60	1253.67	4.85	130.77	1219.06	0
global-free-classified-ads.com.	0	com	2.546	28.0	0.091	0.32	0.00	0.25	0.00	0.36	1.00	-68.51	9.31	170.30	1756.85	7.37	141.44	1698.94	0
letribunaldunet.fr.	0	fr	2.344	17.0	0.138	0.35	0.00	0.29	0.00	0.24	1.00	-48.98	7.67	96.25	1315.60	4.25	84.11	1439.96	0
paxum.com.	0	com	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.00	0.00	-20.43	12.80	230.00	5350.20	7.03	176.92	4357.88	0
dryicons.com.	0	com	2.164	10.0	0.216	0.20	0.00	0.00	0.00	0.50	1.00	-29.39	8.38	127.33	2885.00	4.92	126.80	3371.92	0
patagonia.com.	0	com	1.972	11.0	0.179	0.45	0.00	0.09	0.00	0.00	1.00	-26.79	6.44	66.50	747.33	5.04	48.33	473.67	0
invest-system.net.	0	net	2.211	15.0	0.147	0.20	0.00	0.20	0.00	0.53	1.00	-39.46	9.08	143.50	1267.85	7.23	134.80	1342.92	0
clasicooo.com.	0	com	1.846	11.0	0.168	0.45	0.00	0.18	0.00	0.18	1.00	-30.29	5.44	63.10	813.11	3.10	42.95	665.47	0
peopleclick.com.	0	com	2.032	13.0	0.156	0.31	0.00	0.31	0.00	0.46	1.00	-30.82	8.45	102.58	894.27	5.38	60.11	708.65	0
ruckusbucket.com.	0	com	2.107	14.0	0.150	0.29	0.00	0.21	0.00	0.43	1.00	-36.28	10.75	173.00	2085.42	5.04	96.62	1677.99	0
shafaf.ir.	0	ir	1.560	8.0	0.195	0.25	0.00	0.25	0.00	0.25	1.00	-29.90	11.00	162.14	3572.00	8.12	99.22	3361.96	0
ilcorsaronero.info.	0	info	2.176	15.0	0.145	0.40	0.00	0.13	0.00	0.27	1.00	-52.13	5.08	69.50	1146.62	2.64	89.74	1192.56	0
contactcars.com.	0	com	1.992	13.0	0.153	0.23	0.00	0.23	0.00	0.54	1.00	-32.48	6.36	71.17	1025.45	2.93	68.47	1812.13	0
cam4.fr.	0	fr	1.561	6.0	0.260	0.17	0.17	0.00	0.00	0.00	1.00	-18.33	13.75	247.20	2247.50	11.10	285.20	1936.46	0
yp.com.	0	com	1.040	4.0	0.260	0.00	0.00	0.00	0.00	0.50	0.00	-14.28	16.50	233.67	8460.00	2.50	70.98	418.00	0
6play.fr.	0	fr	1.748	7.0	0.250	0.14	0.14	0.00	0.00	0.29	1.00	-22.25	15.80	351.50	4499.00	11.12	383.94	5329.80	0
cubadebate.cu.	0	cu	2.023	12.0	0.169	0.42	0.00	0.25	0.00	0.00	1.00	-43.48	7.80	79.36	1313.30	5.60	72.31	1049.52	0
versus.com.	0	com	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.25	1.00	-18.69	8.67	91.43	1164.67	6.94	64.91	1337.91	0
fuub.net.	0	net	1.330	6.0	0.222	0.33	0.00	0.17	0.00	0.00	0.00	-20.43	15.25	266.80	6191.25	2.86	203.19	5693.93	0
tuan800.com.	0	com	1.889	9.0	0.210	0.22	0.33	0.00	0.33	0.00	1.00	-22.38	17.43	350.50	4557.14	11.94	326.28	4748.08	0
rankingsinstitute.com.	0	com	2.278	19.0	0.120	0.32	0.00	0.21	0.00	0.42	1.00	-44.76	7.24	73.28	721.65	4.45	71.81	907.30	0
6eat.com.	0	com	1.561	6.0	0.260	0.33	0.17	0.00	0.00	0.00	1.00	-18.65	11.25	403.60	9311.00	13.90	515.96	8931.52	0
pardot.com.	0	com	1.906	8.0	0.238	0.25	0.00	0.00	0.00	0.25	1.00	-17.33	7.33	79.29	805.17	4.38	61.73	948.69	0
techdirt.com.	0	com	2.025	10.0	0.203	0.20	0.00	0.10	0.00	0.50	1.00	-23.94	8.00	91.33	1393.88	4.64	117.54	1833.00	0
mymp4.in.	0	in	1.550	7.0	0.221	0.00	0.14	0.14	0.00	0.57	1.00	-24.43	17.40	362.17	6043.80	7.86	329.21	4419.81	0
open.ac.uk.	0	ac.uk	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	1.00	-23.91	6.50	90.00	488.50	5.02	53.40	253.02	0
torrentgun.net.	0	net	2.023	12.0	0.169	0.25	0.00	0.25	0.00	0.42	1.00	-31.42	7.50	116.73	1517.90	4.13	144.21	1919.79	0
elnuevodiario.com.ni.	0	com.ni	2.338	15.0	0.156	0.53	0.00	0.20	0.00	0.13	1.00	-56.76	6.77	150.86	2154.62	5.81	136.04	2346.58	0
echoecho.com.	0	com	1.609	10.0	0.161	0.40	0.00	0.40	0.00	0.40	1.00	-27.80	7.75	94.00	1851.62	6.30	94.39	2235.86	0
